shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,explanation,correct,correctCategory,reviewerComment
ПСГ-00588,Сальник к/вала Г-зон NEXT (дв. ЯМЗ-5340) перед.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00593,Сальник редуктора Газель NEXT № 42х75,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00594,"Уплотнители переход. масл. фильтра дв. Камминс 2,8",filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ПСГ-00618,"Сальник хвостовика зад. моста 4,6 т (47,60*80,14*9,7/16,1)",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00625,Сальник зад. моста Газон NEXT,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00630,Сальник кол. вала Камминс перед. 50х65,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00637,Сальник №60х90,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00639,Сальник моста УАЗ 2360 № 75х102х10,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00641,Сальник № 115х140,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00642,Сальник зад. моста NEXT усиленный,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00643,Сальник зад. моста NEXT 4.6 н. обр.,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ПСГ-00644,Сальник №30х44-10,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
Р-00022,Сальник полуоси ЗАЗ в сборе,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
РГ-00015,Ремкомплект масляного фильтра Волга,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00016,Ремкомплект масляного фильтра ГАЗ-53,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00071,Ремкомплект масляного фильтра КАМАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00072,Ремкомплект топливного фильтра КАМАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00087,Ремкомплект масляного фильтра Зил-Бычок,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00114,Сальник реактивной штанги КАМАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
РГ-00151,Резинка-кольцо масляного фильтра ЕВРО-МАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00158,Набор сальников заднего моста 3110,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
РГ-00160,Ремкомплект масляного фильтра ГАЗ-53 (сил,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00180,Ремкомплект масляного фильтра евро-КАМАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00181,Ремкомплект фильтра грубой очистки МАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00183,Ремкомплект фильтра тонкой очистки МАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00187,Ремкомплект масляного фильтра МАЗ грубой,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00188,Ремкомплект масляного фильтра МАЗ тонкой,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00189,Ремкомплект топливного фильтра МАЗ груб.,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00291,Рем.к-т масляного фильтра ЕВРО-КАМАЗ (силикон),filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РГ-00313,Рем. к-т масляного фильтра Е-МАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РИ-00078,Резинка опорная воздушного фильтра 2110,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РИ-00163,Сальник кол. вала 2108 задний (силикон),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
РИ-00205,Комплект сальников 2101-07 (Спорт-Мастер),dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
РИ-00511,Опора крепления возд. фильтра 1118-№1118-1109249Р,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
РКП-00060,Рем. к-т воздушного фильтра и870,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ТСГ-00495,Фильтр магистральный КАМАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ХС-00207,Сальник эластичный муфты кардана 2101-07,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ХСГ-00385,Пластина прижима сальника (поворотного к,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ХСГ-00604,Обойма сальника поворотного кулака УАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ХСГ-00633,Сальник поворотного кулака УАЗ-Хантер,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ХСГ-00787,Обойма сальника пер. ст. ЗИЛ-Бычок,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ХСГ-00844,Крышка сальников ЛУАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ХСГ-01111,"Сальник поворотного кулака УАЗ (мост ""Сп",dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ХСГ-01138,Обойма сальника поворотного кулака УАЗ-П,dvigatel-i-transmissiya,detali-dvigatelya,0.76,MANUAL_REVIEW,legacy_dvigatel-i-transmissiya_detali-dvigatelya|сальник|dvigatel-i-transmissiya|detali-dvigatelya,"Кандидат ""detali-dvigatelya"" слабый: legacy:сальник, legacy:сальник.",,,
ХСГ-01181,Фильтр Гура МАЗ,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
ЭО-00018,Фильтр печки 2110 нов. обр.,filtry-i-masla,maslyanye-filtry,0.76,MANUAL_REVIEW,oil_filter|фильтр|filtry-i-masla|maslyanye-filtry,"Кандидат ""Масляные фильтры"" слабый: legacy:фильтр, legacy:фильтр.",,,
А-00131,Стоп сигналы,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00140,Шумоизоляция черная 3 кв. м,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00143,"Трос 15 т ленточный с петлями ""Новые технологии""",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00170,Изолента,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00176,"Адаптер ""Samsung"" USB (оригинал)",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00204,Пылесос (для сухой и влажной уборки),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00213,Воздухозаборники хром 2101-07 н/о,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00228,Руль Самара,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00246,"Смайлики силикон, 4 шт",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00250,Скотч армированный,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00255,Сигналы 3 рожка 12/24 V,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00265,Массажёр,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00276,Стоп-сигнал (рука),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00278,Собака маленькая,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00369,Люк,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00378,Накидка массажная PSV плетёный бамбук,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00385,"Атлас дорог России, Москвы, Подмосковья",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00390,Руль кожа-дерево,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00391,Ревун-сигнал,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00404,Собака (очень большая),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00410,Кожух руля 2106,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00419,Реснички боковых стекол 2106,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00461,Скотч 50 мм,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00489,Колонки PIONEER 1320,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00502,Брелок,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00511,Перчатки,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00512,"Колонки автомобильные ""MRM"" 16 см",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00519,Футляр для очков,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00526,Обезьяна на присоске,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00543,"""КОТО"" Разветвитель двойной 201",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00548,Тюнинг Нива-Тайга,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00556,Подушка на подголовник (животные),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00567,"Книги ""За рулём "" ВАЗ",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00573,Прожектор,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00580,Подогрев сиденья (от прикур.),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00581,Подогрев сиденья (регулируемый),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00616,"Аппликатор ""Доктор ВАКС""",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00623,Воздухозаборник Нива,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00673,Переноска галогеновая,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00694,"Автомагнитола AM Eplutus СА310, СА313",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00700,Массажёр на сидение (нижняя часть),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00703,Такси,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00711,Покрытие пола (линолеум),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00714,Водосток 2110-2112,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00718,Мячик-дезодорант (1 шт),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00723,Автопарфюм 7 мл,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00726,Бокс 2101-07 Люкс,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00735,Арки колёс 2109 пластмассовые (4 шт),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00747,Полировочная машина (220 V),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00768,Маечки-чехлы (на все сиденья),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00775,А-00775,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00792,Наждачный круг (на липучке),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00811,Подголовники на сиденья,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00814,Сопло обдува салона 2110 (центр.),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00825,Арки крыла 2141 декоративные (4 шт),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00835,"Антирадар ""SHO-ME""",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00847,"Магнитола ""Пролоджи""",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00874,"Подставка страховочная складная 2 т, 230-370мм, 2 шт AVS AS-02S",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00894,Рысь (большая),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00896,Опора полки 2108 (2 шт),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00909,"Автодокументы, паспорт, кошелек (кожа)",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00918,Поросенок (большой),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00921,Детское кресло 15-36 кг,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00936,Стакан (нержавейка),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00938,Часы 2106 с синей подсветкой,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00939,Подушка детская автомобильная,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00946,Мышь музыкальная,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00948,Руль 2110 н/обр.,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00973,"Скотч ""3М"" (9 мм, 33 м)",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00976,Перчатка полировочная,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-00986,Подарочный набор,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01009,"Антирадар ""САВЕР 255""",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01015,Накидки сидений 2шт.,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01028,Алкотестер,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01032,Алкотестер 3000,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01033,Игрушка-корова на присоске,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01036,Брелок,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01050,"""Леопард"" хромир.",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01058,"Рация ""АЛАН-100""",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01067,Флеш-карта 4 Гб,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01099,"Рация ""Мега-Джет"" 300,100",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01108,Сумка для документов (кожа) большая,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01110,Сумка для документов (ткань),,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01128,Атлас дорог России,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01137,"Обогрев сидений ""Емеля-2"" (1 шт)",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01159,"Рация ""Алан-48 плюс""",,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
А-01172,Сетка пластиковая,,,0,MANUAL_REVIEW,no_match,Категория и подкатегория не определены правилами.,,,
